"Module"	"Gene1"	"Gene2"
"M1"	"ITGA2"	"MAP7D2"
"M1"	"ITGA2"	"CRP"
"M1"	"ITGA2"	"RAB11A"
"M1"	"ITGA2"	"MFAP3"
"M1"	"ITGA2"	"PBX2"
"M1"	"ITGA2"	"ZMAT5"
"M1"	"ITGA2"	"COX6A1"
"M1"	"ITGA2"	"DLGAP2"
"M1"	"MED20"	"PLA2G4A"
"M1"	"MED20"	"LSAMP"
"M1"	"MED20"	"PLIN1"
"M1"	"RNF6"	"ARL2BP"
"M1"	"RNF6"	"MGP"
"M1"	"RNF6"	"ITGA8"
"M1"	"RNF6"	"TROAP"
"M1"	"RNF6"	"UBC"
"M1"	"CDK3"	"SIK1"
"M1"	"CDK3"	"MT3"
"M1"	"CDK3"	"RAB8A"
"M1"	"CDK3"	"HSPA2"
"M1"	"CDK3"	"NNMT"
"M1"	"CDK3"	"FN1"
"M1"	"RASSF8"	"HGF"
"M1"	"RASSF8"	"FST"
"M1"	"CCL21"	"ESM1"
"M1"	"CCL21"	"RPL23A"
"M1"	"CCL21"	"FOLR3"
"M1"	"CCL21"	"PTP4A1"
"M1"	"CCL21"	"UBA1"
"M1"	"CCL21"	"ASB12"
"M1"	"CCL21"	"CDC42SE1"
"M1"	"GABBR2"	"PTP4A1"
"M1"	"GABBR2"	"MXD4"
"M1"	"GABBR2"	"SNX5"
"M1"	"GABRB3"	"PID1"
"M1"	"GABRB3"	"KIF20A"
"M1"	"GABRB3"	"GPC3"
"M1"	"GABRB3"	"TUBA1C"
"M1"	"GABRB3"	"NEIL1"
"M1"	"GABRB3"	"PLK2"
"M1"	"GNRH1"	"SEMA6A"
"M1"	"GNRH1"	"AP1S1"
"M1"	"GNRH1"	"PTTG1"
"M1"	"GNRH1"	"LSAMP"
"M1"	"GNRH1"	"PTGFR"
"M1"	"GNRH1"	"PRRT2"
"M1"	"GNRH1"	"GBP2"
"M1"	"GNRH1"	"WISP1"
"M1"	"GNRH1"	"ADAMTS10"
"M1"	"KCNG1"	"PMS2"
"M1"	"KCNG1"	"REPS2"
"M1"	"KCNG1"	"EPHA5"
"M1"	"KCNG1"	"ALAS1"
"M1"	"KCNG1"	"CLDN1"
"M1"	"KCNG1"	"TAZ"
"M1"	"KCNG1"	"BTG1"
"M1"	"KCNG1"	"NCAPG"
"M1"	"KCNG1"	"FBXO38"
"M1"	"KCNG1"	"BRCA2"
"M1"	"KCNG1"	"DOK3"
"M1"	"KCNG1"	"FBN1"
"M1"	"KCNG1"	"CDK5"
"M1"	"KCNG1"	"EIF4E3"
"M1"	"KCNG1"	"PARP3"
"M1"	"KCNG1"	"FBXW11"
"M1"	"KCNG1"	"WDR62"
"M1"	"KCNG1"	"RPS12"
"M1"	"KCNG1"	"SCLT1"
"M1"	"KCNG1"	"DVL3"
"M1"	"KCNG1"	"DYRK1A"
"M1"	"KCNG1"	"EMILIN1"
"M1"	"KCNG1"	"SPHK2"
"M1"	"KCNG1"	"DES"
"M1"	"KCNG1"	"PTOV1"
"M1"	"KCNG1"	"ENG"
"M1"	"KCNG1"	"HAO2"
"M1"	"KCNG1"	"PADI4"
"M1"	"KCNG1"	"TAF12"
"M1"	"KCNG1"	"IL17RB"
"M1"	"KCNG1"	"IRX4"
"M1"	"KCNG1"	"RAB4A"
"M1"	"KCNG1"	"DLC1"
"M1"	"KCNG1"	"NES"
"M1"	"KCNG1"	"GRHL2"
"M1"	"KCNG1"	"HNRNPL"
"M1"	"KCNG1"	"FAS"
"M1"	"KCNG1"	"DHX9"
"M1"	"KCNG1"	"TRHDE"
"M1"	"KCNG1"	"PPP1R37"
"M1"	"KCNG1"	"FLT4"
"M1"	"KCNG1"	"ZHX2"
"M1"	"KCNG1"	"TAGLN"
"M1"	"KCNG1"	"CHN2"
"M1"	"KCNG1"	"DEDD"
"M1"	"KCNG1"	"TESK2"
"M1"	"KCNG1"	"ATOX1"
"M1"	"KCNG1"	"JUP"
"M1"	"KCNG1"	"ESCO2"
"M1"	"KCNG1"	"TIMM8A"
"M1"	"KCNG1"	"RPL8"
"M1"	"KCNG1"	"POLR1D"
"M1"	"KCNG1"	"FCGRT"
"M1"	"KCNG1"	"RBBP6"
"M1"	"KCNG1"	"SLC3A2"
"M1"	"KCNG1"	"ARFGEF1"
"M1"	"KCNG1"	"MLLT1"
"M1"	"KCNG1"	"FZD4"
"M1"	"KCNG1"	"IL3"
"M1"	"KCNG1"	"CEP57"
"M1"	"KCNG1"	"RSL1D1"
"M1"	"KCNG1"	"CLCN3"
"M1"	"KCNG1"	"HPRT1"
"M1"	"KCNG1"	"EFNA3"
"M1"	"KCNG1"	"GTF3A"
"M1"	"KCNG1"	"GATA5"
"M1"	"KCNG1"	"ZADH2"
"M1"	"KCNG1"	"TRPV6"
"M1"	"KCNG1"	"PLA2G4C"
"M1"	"KCNG1"	"FBLN5"
"M1"	"KCNG1"	"RHOH"
"M1"	"KCNG1"	"SEMG1"
"M1"	"KCNG1"	"SMARCE1"
"M1"	"KCNG1"	"GALC"
"M1"	"KCNG1"	"KDM3A"
"M1"	"KCNG1"	"BMPR1B"
"M1"	"KCNG1"	"MSRB1"
"M1"	"KCNG1"	"PRKAB2"
"M1"	"KCNG1"	"DGCR14"
"M1"	"KCNG1"	"PTP4A1"
"M1"	"KCNG1"	"SMAD2"
"M1"	"KCNG1"	"F11R"
"M1"	"KCNG1"	"ZNF264"
"M1"	"KCNG1"	"HSPG2"
"M1"	"KCNG1"	"ANG"
"M1"	"KCNG1"	"MOCS2"
"M1"	"KCNG1"	"MIEF2"
"M1"	"KCNG1"	"TBCD"
"M1"	"KCNG1"	"LPAR4"
"M1"	"KCNG1"	"HOXA11"
"M1"	"KCNG1"	"TEFM"
"M1"	"KCNG1"	"PSME3"
"M1"	"KCNG1"	"ZNF423"
"M1"	"KCNG1"	"MPZ"
"M1"	"KCNG1"	"SLC22A1"
"M1"	"KCNG1"	"CARD8"
"M1"	"KCNG1"	"RPS15A"
"M1"	"KCNG1"	"NBN"
"M1"	"KCNG1"	"ATP6V1G1"
"M1"	"KCNG1"	"TP53RK"
"M1"	"KCNG1"	"C1QA"
"M1"	"KCNG1"	"VASP"
"M1"	"KCNG1"	"PALLD"
"M1"	"KCNG1"	"VAPA"
"M1"	"KCNG1"	"KDM5B"
"M1"	"KCNG1"	"DNAJA4"
"M1"	"KCNG1"	"PDCD4"
"M1"	"KCNG1"	"CCT4"
"M1"	"KCNG1"	"RPL34"
"M1"	"KCNG1"	"SDCBP"
"M1"	"KCNG1"	"MAST1"
"M1"	"KCNG1"	"NFIB"
"M1"	"KCNG1"	"AP3S2"
"M1"	"KCNG1"	"CENPJ"
"M1"	"KCNG1"	"IRF9"
"M1"	"KCNG1"	"PKN3"
"M1"	"KCNG1"	"FAM84B"
"M1"	"KCNG1"	"IRF3"
"M1"	"KCNG1"	"FIZ1"
"M1"	"KCNG1"	"OTUB1"
"M1"	"KCNG1"	"CD209"
"M1"	"KCNG1"	"HTR2A"
"M1"	"KCNG1"	"SH3PXD2A"
"M1"	"KCNG1"	"TCF7L1"
"M1"	"KCNG1"	"GNL1"
"M1"	"KCNG1"	"RABIF"
"M1"	"KCNG1"	"TOP2B"
"M1"	"KCNG1"	"KIF21B"
"M1"	"KCNG1"	"ATP1A1"
"M1"	"KCNG1"	"MPP2"
"M1"	"KCNG1"	"GSC"
"M1"	"KCNG1"	"PIKFYVE"
"M1"	"KCNG1"	"MIIP"
"M1"	"KCNG1"	"BMP2"
"M1"	"KCNG1"	"SP100"
"M1"	"KCNG1"	"MTX2"
"M1"	"KCNG1"	"DLGAP4"
"M1"	"KCNG1"	"RSBN1"
"M1"	"KCNG1"	"DFFB"
"M1"	"KCNG1"	"EHMT1"
"M1"	"MAP4K2"	"KLF7"
"M1"	"MAP4K2"	"UTY"
"M1"	"MAP4K2"	"PLK2"
"M1"	"GALNT14"	"DHRS13"
"M1"	"ARHGEF28"	"NOMO1"
"M1"	"LNPEP"	"TAZ"
"M1"	"LNPEP"	"HSPA2"
"M1"	"LNPEP"	"TINAGL1"
"M1"	"LNPEP"	"TGFB1I1"
"M1"	"LNPEP"	"ZSWIM7"
"M1"	"LNPEP"	"EXOSC6"
"M1"	"LNPEP"	"NTRK2"
"M1"	"LNPEP"	"MRTO4"
"M1"	"LNPEP"	"LAPTM4B"
"M1"	"LNPEP"	"CALB1"
"M1"	"LNPEP"	"BCAR3"
"M1"	"LNPEP"	"TRHDE"
"M1"	"LNPEP"	"GPN1"
"M1"	"LNPEP"	"OST4"
"M1"	"LNPEP"	"TAPBP"
"M1"	"LNPEP"	"PPL"
"M1"	"LNPEP"	"WDR12"
"M1"	"LNPEP"	"RBBP8"
"M1"	"LNPEP"	"ACKR3"
"M1"	"LNPEP"	"DPYSL3"
"M1"	"LNPEP"	"RBM11"
"M1"	"LNPEP"	"ABCD2"
"M1"	"LNPEP"	"SARNP"
"M1"	"LNPEP"	"DGCR14"
"M1"	"LNPEP"	"VPS28"
"M1"	"LNPEP"	"MPPED1"
"M1"	"LNPEP"	"IL1RAP"
"M1"	"LNPEP"	"KIF15"
"M1"	"LNPEP"	"PTP4A1"
"M1"	"LNPEP"	"ZNF131"
"M1"	"LNPEP"	"SIPA1L3"
"M1"	"LNPEP"	"NRARP"
"M1"	"LNPEP"	"DNAJC5"
"M1"	"LNPEP"	"NOS1"
"M1"	"LNPEP"	"BCAM"
"M1"	"LNPEP"	"MB"
"M1"	"LNPEP"	"ARHGAP15"
"M1"	"LNPEP"	"RPL26"
"M1"	"LNPEP"	"RELA"
"M1"	"LNPEP"	"RIN3"
"M1"	"LNPEP"	"KPNA5"
"M1"	"LNPEP"	"DBNDD2"
"M1"	"LNPEP"	"SCN1A"
"M1"	"LNPEP"	"TFAP2C"
"M1"	"LNPEP"	"CNTN1"
"M1"	"LNPEP"	"TAT"
"M1"	"LNPEP"	"CD276"
"M1"	"LNPEP"	"TMEM35"
"M1"	"MATN3"	"KLF7"
"M1"	"MATN3"	"SORL1"
"M1"	"MATN3"	"CXCR4"
"M1"	"MATN3"	"DPYSL3"
"M1"	"PINK1"	"SELENBP1"
"M1"	"PINK1"	"ASNA1"
"M1"	"PINK1"	"NRAP"
"M1"	"PINK1"	"HPRT1"
"M1"	"PINK1"	"PPP3CB"
"M1"	"PINK1"	"WASF3"
"M1"	"PINK1"	"CDCA4"
"M1"	"PINK1"	"SLC6A12"
"M1"	"PINK1"	"CBLN4"
"M1"	"PINK1"	"ADAMTS10"
"M1"	"PINK1"	"ATP6V1F"
"M1"	"PINK1"	"MRPL3"
"M1"	"PINK1"	"CYP4B1"
"M1"	"RBM5"	"HSPA2"
"M1"	"RBM5"	"GPX3"
"M1"	"RBM5"	"MICALL2"
"M1"	"CASP1"	"KLF7"
"M1"	"CASP1"	"SULT1E1"
"M1"	"CASP1"	"PID1"
"M1"	"CASP1"	"UTY"
"M1"	"CASP1"	"PLK2"
"M1"	"CASP1"	"RHOU"
"M1"	"OSMR"	"RAD52"
"M1"	"OSMR"	"RNPC3"
"M1"	"JUNB"	"UTY"
"M1"	"JUNB"	"GGH"
"M1"	"UBE2Z"	"WISP1"
"M1"	"LYVE1"	"HRH3"
"M1"	"LYVE1"	"AKAP11"
"M1"	"LYVE1"	"MTFR2"
"M1"	"LYVE1"	"RSL1D1"
"M1"	"LYVE1"	"ZADH2"
"M1"	"LYVE1"	"MSRB1"
"M1"	"LYVE1"	"TLE4"
"M1"	"LYVE1"	"PTP4A1"
"M1"	"LYVE1"	"RASD1"
"M1"	"LYVE1"	"SVIP"
"M1"	"LYVE1"	"L3MBTL1"
"M1"	"LYVE1"	"SFTPC"
"M1"	"LYVE1"	"RRP1"
"M1"	"OSM"	"CISH"
"M1"	"OSM"	"TINAGL1"
"M1"	"OSM"	"CALB1"
"M1"	"OSM"	"DPYSL3"
"M1"	"HOXC13"	"MICALL2"
"M1"	"MORF4L1"	"ZNF121"
"M1"	"MEGF10"	"UTS2R"
"M1"	"MEGF10"	"USP5"
"M1"	"MEGF10"	"KCNS3"
"M1"	"MEGF10"	"PRKAB2"
"M1"	"MEGF10"	"C19orf25"
"M1"	"MEGF10"	"PTP4A1"
"M1"	"MEGF10"	"FOXC2"
"M1"	"MEGF10"	"RGSL1"
"M1"	"CYFIP2"	"NDRG2"
"M1"	"CYFIP2"	"AVPR1A"
"M1"	"CYFIP2"	"DLK1"
"M1"	"CYFIP2"	"EFEMP1"
"M1"	"CYFIP2"	"HSPA2"
"M1"	"CYFIP2"	"CDH4"
"M1"	"CYFIP2"	"NTRK2"
"M1"	"CYFIP2"	"FBLN2"
"M1"	"CYFIP2"	"CDKN1C"
"M1"	"POLR1B"	"HOXB9"
"M1"	"POLR1B"	"TAGLN"
"M1"	"POLR1B"	"CXCR4"
"M1"	"POLR1B"	"TGFBRAP1"
"M1"	"POLR1B"	"GPC3"
"M1"	"POLR1B"	"TUBA1C"
"M1"	"POLR1B"	"GTF2A1"
"M1"	"POLR1B"	"LPP"
"M1"	"POLR1B"	"NEIL1"
"M1"	"POLR1B"	"AHRR"
"M1"	"POLR1B"	"UHMK1"
"M1"	"POLR1B"	"WISP1"
"M1"	"ALPI"	"UTY"
"M1"	"SLC25A12"	"SORBS2"
"M1"	"HIST1H4H"	"BIRC5"
"M1"	"HIST1H4H"	"TROAP"
"M1"	"HIST1H4H"	"FBLN5"
"M1"	"HIST1H4H"	"CNTFR"
"M1"	"HIST1H4H"	"NEIL1"
"M1"	"HIST1H4H"	"CEP55"
"M1"	"HIST1H4H"	"MVK"
"M1"	"FCGR2A"	"WISP1"
"M1"	"TEK"	"GOT2"
"M1"	"TEK"	"KIF20A"
"M1"	"TEK"	"SARNP"
"M1"	"TEK"	"CSRP3"
"M1"	"TEK"	"CTBS"
"M1"	"TEK"	"RAB5B"
"M1"	"TEK"	"FOLR3"
"M1"	"TEK"	"PTP4A1"
"M1"	"TEK"	"AATK"
"M1"	"TEK"	"CHAF1A"
"M1"	"TEK"	"OXTR"
"M1"	"TEK"	"HABP4"
"M1"	"TEK"	"ZNF581"
"M1"	"TEK"	"TCEA1"
"M1"	"STAMBP"	"WISP1"
"M1"	"TOP2A"	"PTP4A1"
"M1"	"TOP2A"	"PCDHB11"
"M1"	"TOP2A"	"GPAT2"
"M1"	"TOP2A"	"KLK9"
"M1"	"TOP2A"	"KLHL36"
"M1"	"TOP2A"	"ZNF74"
"M1"	"DUSP4"	"TNFRSF11B"
"M1"	"ZBTB46"	"APOLD1"
"M1"	"MORC3"	"CNTFR"
"M1"	"MORC3"	"NEIL1"
"M1"	"MORC3"	"KIRREL"
"M1"	"MORC3"	"MICALL2"
"M1"	"AGTR1"	"PCM1"
"M1"	"AGTR1"	"ZNF787"
"M1"	"AGTR1"	"DLC1"
"M1"	"AGTR1"	"NUCB1"
"M1"	"AGTR1"	"ZNF165"
"M1"	"AGTR1"	"GTF3A"
"M1"	"AGTR1"	"MATK"
"M1"	"AGTR1"	"SAPCD1"
"M1"	"AGTR1"	"STAP1"
"M1"	"AGTR1"	"DUS4L"
"M1"	"AGTR1"	"TCEB3C"
"M1"	"AGTR1"	"HM13"
"M1"	"AGTR1"	"CDKN2D"
"M1"	"AGTR1"	"MAN2B1"
"M1"	"AGTR1"	"EEF1A1"
"M1"	"AGTR1"	"DOK2"
"M1"	"AGTR1"	"HDAC9"
"M1"	"AGTR1"	"SRP68"
"M1"	"AGTR1"	"PLEKHG2"
"M1"	"AGTR1"	"FLCN"
"M1"	"AGTR1"	"SSR1"
"M1"	"AGTR1"	"POU2F3"
"M1"	"AGTR1"	"COL9A1"
"M1"	"AGTR1"	"RANBP3"
"M1"	"AGTR1"	"PIH1D2"
"M1"	"AGTR1"	"SEPSECS"
"M1"	"SH3GL3"	"ABCA6"
"M1"	"SLC27A2"	"LIN52"
"M1"	"SLC27A2"	"ALAS1"
"M1"	"SLC27A2"	"CAPN7"
"M1"	"SLC27A2"	"PGK1"
"M1"	"SLC27A2"	"DECR2"
"M1"	"SLC27A2"	"SIPA1"
"M1"	"SLC27A2"	"TSEN54"
"M1"	"SLC27A2"	"COL5A1"
"M1"	"SLC27A2"	"TPK1"
"M1"	"SLC27A2"	"RPS13"
"M1"	"SLC27A2"	"WFDC3"
"M1"	"SLC27A2"	"TOX3"
"M1"	"TAOK2"	"TUBA1C"
"M1"	"TAOK2"	"USP2"
"M1"	"DSG3"	"ITGA8"
"M1"	"DSG3"	"UTY"
"M1"	"ELMO2"	"AHRR"
"M1"	"ELMO2"	"APOE"
"M1"	"DDR2"	"LSM10"
"M1"	"DDR2"	"PTP4A1"
"M1"	"DDR2"	"HDAC5"
"M1"	"DDR2"	"GDI2"
"M1"	"JPH1"	"AHRR"
"M1"	"JPH1"	"CRYAB"
"M1"	"CDK1"	"NDRG2"
"M1"	"CDK1"	"EHMT2"
"M1"	"CDK1"	"MYO1G"
"M1"	"CDK1"	"ALDOB"
"M1"	"CDK1"	"ZYX"
"M1"	"CDK1"	"KIT"
"M1"	"CDK1"	"EIF4E3"
"M1"	"CDK1"	"RPS12"
"M1"	"CDK1"	"COMMD1"
"M1"	"CDK1"	"NAA16"
"M1"	"CDK1"	"HRC"
"M1"	"CDK1"	"FOLR3"
"M1"	"CDK1"	"PTP4A1"
"M1"	"CDK1"	"RHOD"
"M1"	"CDK1"	"CHRM2"
"M1"	"CDK1"	"SPAG1"
"M1"	"CDK1"	"CD209"
"M1"	"CDK1"	"PIM1"
"M1"	"CDK1"	"MED12L"
"M1"	"CDK1"	"PELI3"
"M1"	"CDK1"	"CAMK1"
"M1"	"CDK1"	"PSME1"
"M1"	"CDK1"	"OPA1"
"M1"	"CDK1"	"RPS27L"
"M1"	"CDK1"	"TPRA1"
"M1"	"CDK1"	"BANK1"
"M1"	"CDK1"	"SP100"
"M1"	"CDK1"	"ZC3H11A"
"M1"	"CDK1"	"FA2H"
"M1"	"CDK1"	"CEP70"
"M1"	"CDK1"	"NRL"
"M1"	"CDK1"	"KLK9"
"M1"	"CDK1"	"SLC4A11"
"M1"	"CDK1"	"KLHL36"
"M1"	"CDK1"	"CADM3"
"M1"	"CDK1"	"MAGEB6"
"M1"	"UTF1"	"ALAS1"
"M1"	"RPS19BP1"	"SORBS2"
"M1"	"RPS19BP1"	"RIMS4"
"M1"	"TSHZ3"	"DHRS13"
"M1"	"DGKH"	"TBC1D8"
"M1"	"DGKH"	"DNAJB2"
"M1"	"DGKH"	"DMPK"
"M1"	"DGKH"	"TTF1"
"M1"	"DGKH"	"DDX3X"
"M1"	"DGKH"	"ISX"
"M1"	"DGKH"	"CELSR1"
"M1"	"SERPINB3"	"INHA"
"M1"	"TACC1"	"KCNJ5"
"M1"	"TACC1"	"CFLAR"
"M1"	"TACC1"	"RIMS4"
"M1"	"BCL2L1"	"WISP1"
"M1"	"PABPN1"	"ALAS1"
"M1"	"ATG12"	"PLIN1"
"M1"	"PGM5"	"SORBS2"
"M1"	"PGM5"	"LRRC3B"
"M1"	"PGM5"	"KCNMB1"
"M1"	"OAZ1"	"ZNF121"
"M1"	"SFTPD"	"NEIL1"
"M1"	"NREP"	"USP2"
"M1"	"NREP"	"PLAGL1"
"M1"	"DUSP11"	"NDRG2"
"M1"	"DUSP11"	"FOSL2"
"M1"	"DUSP11"	"ABCA6"
"M1"	"STT3B"	"TBC1D4"
"M1"	"MAP1LC3B"	"RNF217"
"M1"	"MAP1LC3B"	"HSPA2"
"M1"	"MAP1LC3B"	"KIT"
"M1"	"MAP1LC3B"	"PID1"
"M1"	"MEF2A"	"NNMT"
"M1"	"PROX1"	"DNAJB6"
"M1"	"PROX1"	"PVRL4"
"M1"	"PROX1"	"ITGA8"
"M1"	"PROX1"	"PLG"
"M1"	"PROX1"	"TIMM8A"
"M1"	"PROX1"	"PPL"
"M1"	"PROX1"	"RBBP8"
"M1"	"PROX1"	"PPAP2B"
"M1"	"PROX1"	"SPATA13"
"M1"	"PROX1"	"KDM3A"
"M1"	"PROX1"	"ITGB1"
"M1"	"PROX1"	"HSDL2"
"M1"	"PROX1"	"CDK16"
"M1"	"PROX1"	"MLLT3"
"M1"	"PROX1"	"IFITM1"
"M1"	"PROX1"	"MTMR6"
"M1"	"PROX1"	"PVRL3"
"M1"	"PROX1"	"SNTB2"
"M1"	"TLE2"	"TBX21"
"M1"	"TLE2"	"SMARCA1"
"M1"	"TLE2"	"DNAJC19"
"M1"	"TLE2"	"NCR3"
"M1"	"TLE2"	"HIST1H4I"
"M1"	"TLE2"	"MMP3"
"M1"	"TLE2"	"PLCL2"
"M1"	"TLE2"	"GATA3"
"M1"	"TLE2"	"IRAK1"
"M1"	"TLE2"	"CHRAC1"
"M1"	"TLE2"	"SMYD2"
"M1"	"TLE2"	"TAL1"
"M1"	"TLE2"	"INPPL1"
"M1"	"TLE2"	"PPP1R3G"
"M1"	"TLE2"	"KPNA2"
"M1"	"TLE2"	"NUP155"
"M1"	"TLE2"	"F8A1"
"M1"	"TLE2"	"LRPAP1"
"M1"	"TLE2"	"CLCN3"
"M1"	"TLE2"	"GATA5"
"M1"	"TLE2"	"MUSTN1"
"M1"	"TLE2"	"CHD1"
"M1"	"TLE2"	"AHRR"
"M1"	"TLE2"	"FGF8"
"M1"	"TLE2"	"SARNP"
"M1"	"TLE2"	"MPPED1"
"M1"	"TLE2"	"PTP4A1"
"M1"	"TLE2"	"SNCAIP"
"M1"	"TLE2"	"LRP4"
"M1"	"TLE2"	"NDNL2"
"M1"	"TLE2"	"POU2F2"
"M1"	"TLE2"	"SNX5"
"M1"	"TLE2"	"TSEN15"
"M1"	"TLE2"	"B3GNT4"
"M1"	"IVNS1ABP"	"TSPYL2"
"M1"	"IVNS1ABP"	"MGP"
"M1"	"IVNS1ABP"	"CYR61"
"M1"	"IVNS1ABP"	"KCNJ5"
"M1"	"IVNS1ABP"	"ITGA8"
"M1"	"IVNS1ABP"	"AKR1B1"
"M1"	"IVNS1ABP"	"HMGCR"
"M1"	"IVNS1ABP"	"GTF2A1"
"M1"	"IVNS1ABP"	"HIPK3"
"M1"	"IVNS1ABP"	"AHRR"
"M1"	"IVNS1ABP"	"CLEC4M"
"M1"	"IVNS1ABP"	"HBA2"
"M1"	"TRIM28"	"PTH1R"
"M1"	"TRIM28"	"PID1"
"M1"	"TRIM28"	"DHRS13"
"M1"	"DDIT3"	"LDHA"
"M1"	"DDIT3"	"ASGR2"
"M1"	"DDIT3"	"STK38L"
"M1"	"DDIT3"	"MAST3"
"M1"	"IL6ST"	"ALDH1A2"
"M1"	"IL6ST"	"AP1S1"
"M1"	"IL6ST"	"GDA"
"M1"	"IL6ST"	"RNF182"
"M1"	"IL6ST"	"NLRP4"
"M1"	"IL6ST"	"JUND"
"M1"	"IL6ST"	"SOCS6"
"M1"	"IL6ST"	"CHRAC1"
"M1"	"IL6ST"	"IKBKAP"
"M1"	"IL6ST"	"SNAI3"
"M1"	"IL6ST"	"HAO2"
"M1"	"IL6ST"	"SIN3A"
"M1"	"IL6ST"	"SYTL4"
"M1"	"IL6ST"	"PEMT"
"M1"	"IL6ST"	"TMCC2"
"M1"	"IL6ST"	"IGFALS"
"M1"	"IL6ST"	"AP1G2"
"M1"	"IL6ST"	"TSGA10"
"M1"	"IL6ST"	"FGF8"
"M1"	"IL6ST"	"PRKAB2"
"M1"	"IL6ST"	"C19orf25"
"M1"	"IL6ST"	"ARL13A"
"M1"	"IL6ST"	"PTP4A1"
"M1"	"IL6ST"	"PTGDR2"
"M1"	"IL6ST"	"GATM"
"M1"	"IL6ST"	"LYRM4"
"M1"	"IL6ST"	"ADAMTS10"
"M1"	"IL6ST"	"RASAL2"
"M1"	"IL6ST"	"RPS21"
"M1"	"IL6ST"	"TVP23C"
"M1"	"IL6ST"	"ZG16"
"M1"	"IL6ST"	"IGSF21"
"M1"	"IL6ST"	"PRKACG"
"M1"	"IL6ST"	"GPATCH11"
"M1"	"IL6ST"	"DEFB127"
"M1"	"IL6ST"	"POMT2"
"M1"	"IL6ST"	"STK3"
"M1"	"IL6ST"	"CFHR3"
"M1"	"MMP2"	"SF3B4"
"M1"	"MMP2"	"BTBD3"
"M1"	"MMP2"	"TAPBP"
"M1"	"MMP2"	"PPL"
"M1"	"MMP2"	"KLC2"
"M1"	"MMP2"	"SRSF9"
"M1"	"MMP2"	"SKI"
"M1"	"MMP2"	"DPYSL3"
"M1"	"MMP2"	"TCF21"
"M1"	"MMP2"	"EPN2"
"M1"	"MMP2"	"MST1R"
"M1"	"MMP2"	"MUSTN1"
"M1"	"MMP2"	"NMT2"
"M1"	"MMP2"	"CCR4"
"M1"	"MMP2"	"IRF2BPL"
"M1"	"MMP2"	"AP1G2"
"M1"	"MMP2"	"APBB1IP"
"M1"	"MMP2"	"CSRP3"
"M1"	"MMP2"	"CDH3"
"M1"	"MMP2"	"MPZL1"
"M1"	"MMP2"	"MPPED1"
"M1"	"MMP2"	"IL1RAP"
"M1"	"MMP2"	"RAB5B"
"M1"	"MMP2"	"PTP4A1"
"M1"	"MMP2"	"ULBP2"
"M1"	"MMP2"	"ELOVL4"
"M1"	"MMP2"	"FBLIM1"
"M1"	"MMP2"	"CCDC42"
"M1"	"MMP2"	"TFF2"
"M1"	"MMP2"	"CYP11A1"
"M1"	"MMP2"	"INHA"
"M1"	"MMP2"	"REG1A"
"M1"	"MMP2"	"MLLT11"
"M1"	"MMP2"	"OTC"
"M1"	"NIPSNAP1"	"WIF1"
"M1"	"NIPSNAP1"	"LSAMP"
"M1"	"NIPSNAP1"	"LPP"
"M1"	"NIPSNAP1"	"ELN"
"M1"	"NIPSNAP1"	"PLK2"
"M1"	"TPX2"	"MEF2B"
"M1"	"TPX2"	"FOLR3"
"M1"	"TPX2"	"TAAR1"
"M1"	"TPX2"	"RNF31"
"M1"	"TPX2"	"NDUFS2"
"M1"	"ZCCHC9"	"DES"
"M1"	"ZCCHC9"	"AHRR"
"M1"	"ZCCHC9"	"KIRREL"
"M1"	"ZCCHC9"	"CLEC4M"
"M1"	"NEB"	"CSPG4"
"M1"	"NEB"	"COLGALT2"
"M1"	"GYS1"	"FBN2"
"M1"	"GYS1"	"RNF43"
"M1"	"GYS1"	"REN"
"M1"	"GYS1"	"PBK"
"M1"	"GYS1"	"HOXB9"
"M1"	"GYS1"	"HSD11B2"
"M1"	"SP4"	"ATG16L2"
"M1"	"SP4"	"VTN"
"M1"	"SP4"	"AOC3"
"M1"	"CTSB"	"LCN2"
"M1"	"CTSB"	"UTY"
"M1"	"CTSB"	"PLK2"
"M1"	"DPP10"	"SPHK1"
"M1"	"DPP10"	"TTPA"
"M1"	"DPP10"	"BMPR2"
"M1"	"DPP10"	"NKX2-5"
"M1"	"DPP10"	"UPK2"
"M1"	"DPP10"	"CNTNAP1"
"M1"	"DPP10"	"SMARCA2"
"M1"	"DPP10"	"NFATC3"
"M1"	"DPP10"	"COG1"
"M1"	"DPP10"	"ITGA8"
"M1"	"DPP10"	"GIT1"
"M1"	"DPP10"	"BRCA2"
"M1"	"DPP10"	"DVL3"
"M1"	"DPP10"	"ARL6IP5"
"M1"	"DPP10"	"ESR2"
"M1"	"DPP10"	"CSF2"
"M1"	"DPP10"	"APOA4"
"M1"	"DPP10"	"HIST1H3G"
"M1"	"DPP10"	"DOCK4"
"M1"	"DPP10"	"HOXD12"
"M1"	"DPP10"	"CDK19"
"M1"	"DPP10"	"FBXO22"
"M1"	"DPP10"	"PFN2"
"M1"	"DPP10"	"AGRN"
"M1"	"DPP10"	"PPP2R3B"
"M1"	"DPP10"	"NAA50"
"M1"	"DPP10"	"FOLR3"
"M1"	"DPP10"	"PTP4A1"
"M1"	"DPP10"	"POU2F3"
"M1"	"DPP10"	"SH2D3C"
"M1"	"DPP10"	"LY9"
"M1"	"DPP10"	"RPS25"
